-0.484292 -0.124345
-0.570009 -0.185207
-0.464888 -0.184062
-0.484292 -0.124345

-0.464888 -0.184062
-0.570009 -0.185207
-0.506042 -0.321144
-0.464888 -0.184062

-0.410278 -0.436902
-0.693846 -0.573999
-0.305506 -0.771621
-0.410278 -0.436902

-0.318712 -0.385257
-0.364484 -0.342274
-0.410278 -0.436902
-0.318712 -0.385257

0.352285 0.484878
0.461801 0.382035
0.457388 0.487069
0.352285 0.484878

-0.635460 0.206473
-0.484292 0.124345
-0.464888 0.184062
-0.635460 0.206473

-0.598160 0.037633
-0.500000 0.000000
-0.496057 0.062667
-0.598160 0.037633

-0.154508 -0.475528
-0.149050 -0.580513
-0.093691 -0.491144
-0.154508 -0.475528

-0.149050 -0.580513
-0.305506 -0.771621
-0.083743 -0.662894
-0.149050 -0.580513

-0.453818 0.483267
-0.432595 0.745594
-1.000000 0.500000
-0.453818 0.483267

0.461801 0.382035
0.364484 0.342274
0.404508 0.293893
0.461801 0.382035

-0.288735 -0.525208
-0.267913 -0.422164
-0.318712 -0.385257
-0.288735 -0.525208

0.166165 -0.647171
-0.000000 -0.599343
0.047081 -0.748333
0.166165 -0.647171

-0.318712 0.385257
-0.288735 0.525208
-0.453818 0.483267
-0.318712 0.385257

-0.506042 -0.321144
-0.570009 -0.185207
-0.842019 -0.264724
-0.506042 -0.321144

-0.438153 -0.240877
-0.464888 -0.184062
-0.506042 -0.321144
-0.438153 -0.240877

0.729829 0.445906
0.401564 0.642986
0.457388 0.487069
0.729829 0.445906

-0.149050 -0.580513
-0.288735 -0.525208
-0.305506 -0.771621
-0.149050 -0.580513

-0.404508 -0.293893
-0.438153 -0.240877
-0.506042 -0.321144
-0.404508 -0.293893

1.000000 0.000000
0.656327 0.125201
0.661638 -0.041627
1.000000 0.000000

-0.075118 0.594617
-0.288735 0.525208
-0.154508 0.475528
-0.075118 0.594617

-0.410278 -0.436902
-0.288735 -0.525208
-0.318712 -0.385257
-0.410278 -0.436902

-0.000000 -0.599343
-0.093691 -0.491144
-0.149050 -0.580513
-0.000000 -0.599343

0.047081 -0.748333
-0.000000 -0.599343
-0.083743 -0.662894
0.047081 -0.748333

0.500000 1.000000
0.401564 0.642986
0.729829 0.445906
0.500000 1.000000

0.464888 0.184062
0.570009 0.185207
0.438153 0.240877
0.464888 0.184062

-1.000000 0.500000
-0.853806 0.308433
-0.453818 0.483267
-1.000000 0.500000

-0.464888 0.184062
